17,Reservoir Dogs (1992)
17,"Departed, The (2006)"
17,Strange Days (1995)
17,White Men Can't Jump (1992)
18,Transporter 2 (2005)
18,American Beauty (1999)
18,American Beauty (1999)
18,District 9 (2009)
18,Seabiscuit (2003)
19,Seabiscuit (2003)
19,Drugstore Cowboy (1989)
19,Memento (2000)
19,"Departed, The (2006)"
19,When We Were Kings (1996)
20,"Lady Eve, The (1941)"
20,Wallace & Gromit: The Best of Aardman Animation (1996)
20,Rugrats in Paris: The Movie (2000)
20,"Lost World: Jurassic Park, The (1997)"
20,Wallace & Gromit: The Wrong Trousers (1993)
21,Enemy at the Gates (2001)
21,Battlefield Earth (2000)
21,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)
21,American Beauty (1999)
21,"Best Little Whorehouse in Texas, The (1982)"
22,Pulp Fiction (1994)
22,Pinocchio (1940)
22,Battlefield Earth (2000)
22,Mission: Impossible (1996)
22,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
23,"Departed, The (2006)"
23,Drugstore Cowboy (1989)
23,Drugstore Cowboy (1989)
23,North by Northwest (1959)
23,American Beauty (1999)
24,Transporter 2 (2005)
24,"Decalogue, The (Dekalog) (1989)"
24,Transporter 2 (2005)
24,Pulp Fiction (1994)
24,Forrest Gump (1994)
25,District 9 (2009)
25,Muriel's Wedding (1994)
25,Star Wars: Episode V - The Empire Strikes Back (1980)
25,Trainspotting (1996)
25,"Lost World: Jurassic Park, The (1997)"
26,Toy Story (1995)
26,Get Shorty (1995)
26,"Terminator, The (1984)"
26,Get Shorty (1995)
26,City of God (Cidade de Deus) (2002)
27,Enemy at the Gates (2001)
27,Enemy at the Gates (2001)
27,American Beauty (1999)
27,"Sixth Sense, The (1999)"
27,American Beauty (1999)
28,Get Shorty (1995)
28,As Good as It Gets (1997)
28,White Men Can't Jump (1992)
28,As Good as It Gets (1997)
28,Singin' in the Rain (1952)
29,Trainspotting (1996)
29,"Terminator, The (1984)"
29,28 Days Later (2002)
29,300 (2007)
29,"Dark Knight, The (2008)"
30,Drugstore Cowboy (1989)
30,Get Shorty (1995)
30,Reservoir Dogs (1992)
30,As Good as It Gets (1997)
30,Saving Private Ryan (1998)
31,Enemy at the Gates (2001)
31,Patriot Games (1992)
31,Her (2013)
31,"Dark Knight, The (2008)"
31,Star Wars: Episode V - The Empire Strikes Back (1980)
32,Saving Private Ryan (1998)
32,Apollo 13 (1995)
32,Dumb & Dumber (Dumb and Dumber) (1994)
32,Outbreak (1995)
32,Patriot Games (1992)
33,Seabiscuit (2003)
33,Ju-on: The Grudge (2002)
33,Lake Placid (1999)
33,When We Were Kings (1996)
33,"Big Lebowski, The (1998)"
34,District 9 (2009)
34,Memento (2000)
34,Reservoir Dogs (1992)
34,Pulp Fiction (1994)
34,Seabiscuit (2003)
35,"Lady Eve, The (1941)"
35,As Good as It Gets (1997)
35,Star Wars: Episode V - The Empire Strikes Back (1980)
35,Transporter 2 (2005)
35,Trainspotting (1996)
36,District 9 (2009)
36,As Good as It Gets (1997)
36,Muriel's Wedding (1994)
36,As Good as It Gets (1997)
36,Star Wars: Episode V - The Empire Strikes Back (1980)
37,"Lion King, The (1994)"
37,Beauty and the Beast (1991)
37,American Beauty (1999)
37,Gone with the Wind (1939)
37,Seabiscuit (2003)
38,Pulp Fiction (1994)
38,Fanny and Alexander (Fanny och Alexander) (1982)
38,Drugstore Cowboy (1989)
38,When We Were Kings (1996)
38,Seabiscuit (2003)
39,Cliffhanger (1993)
39,Drugstore Cowboy (1989)
39,From Dusk Till Dawn (1996)
39,Saving Private Ryan (1998)
39,When We Were Kings (1996)
40,Dogma (1999)
40,"Princess Bride, The (1987)"
40,Memento (2000)
40,Clue (1985)
40,"Departed, The (2006)"
41,"Terminator, The (1984)"
41,The Martian (2015)
41,"Blues Brothers, The (1980)"
41,Farinelli: il castrato (1994)
41,American Beauty (1999)
42,Pulp Fiction (1994)
42,Drugstore Cowboy (1989)
42,Don't Say a Word (2001)
42,"Lost World: Jurassic Park, The (1997)"
42,Battlefield Earth (2000)
43,Saving Private Ryan (1998)
43,Forrest Gump (1994)
43,Enemy at the Gates (2001)
43,Pulp Fiction (1994)
43,"Lady Eve, The (1941)"
44,Toy Story (1995)
44,"Lady Eve, The (1941)"
44,Seabiscuit (2003)
44,Muriel's Wedding (1994)
44,Muriel's Wedding (1994)
45,Rebecca (1940)
45,Lake Placid (1999)
45,Seabiscuit (2003)
45,Dark City (1998)
45,Gone in 60 Seconds (2000)
46,Enemy at the Gates (2001)
46,Addams Family Values (1993)
46,Carrie (1976)
46,Back to the Future Part II (1989)
46,Shooter (2007)
47,Toy Story (1995)
47,Jumanji (1995)
47,Saving Private Ryan (1998)
47,"Quiet American, The (2002)"
47,Judge Dredd (1995)
48,Patriot Games (1992)
48,Patriot Games (1992)
48,Princess Mononoke (Mononoke-hime) (1997)
48,Ben-Hur (1959)
48,"Lady Eve, The (1941)"
49,Jumanji (1995)
49,American Beauty (1999)
49,"Wizard of Oz, The (1939)"
49,"African Queen, The (1951)"
49,Mary Poppins (1964)
50,Cliffhanger (1993)
50,Saving Private Ryan (1998)
50,"Quiet American, The (2002)"
50,Transporter 2 (2005)
50,Outbreak (1995)
51,Ransom (1996)
51,Prisoner of the Mountains (Kavkazsky plennik) (1996)
51,Lake Placid (1999)
51,"Thing, The (1982)"
51,"Iron Giant, The (1999)"
52,American Beauty (1999)
52,Gone with the Wind (1939)
52,Seabiscuit (2003)
52,Days of Thunder (1990)
52,American Beauty (1999)
53,Seabiscuit (2003)
53,Cliffhanger (1993)
53,Armageddon (1998)
53,Seabiscuit (2003)
53,"Sixth Sense, The (1999)"
54,Yentl (1983)
54,"Departed, The (2006)"
54,Moon (2009)
54,As Good as It Gets (1997)
54,WALL·E (2008)
55,Transporter 2 (2005)
55,Muriel's Wedding (1994)
55,Muriel's Wedding (1994)
55,Star Wars: Episode V - The Empire Strikes Back (1980)
55,Mission: Impossible (1996)
56,"Lady Eve, The (1941)"
56,When We Were Kings (1996)
56,Home Alone (1990)
56,"Silence of the Lambs, The (1991)"
56,"Wizard of Oz, The (1939)"
57,As Good as It Gets (1997)
57,American Beauty (1999)
57,Fluke (1995)
57,Saving Private Ryan (1998)
57,Rob Roy (1995)
58,As Good as It Gets (1997)
58,Apollo 13 (1995)
58,The Martian (2015)
58,"Lady Vanishes, The (1938)"
58,"African Queen, The (1951)"
59,Reservoir Dogs (1992)
59,"Terminator, The (1984)"
59,Rugrats in Paris: The Movie (2000)
59,Drugstore Cowboy (1989)
59,Wallace & Gromit: The Wrong Trousers (1993)
60,White Men Can't Jump (1992)
60,"Terminator, The (1984)"
60,Drugstore Cowboy (1989)
60,Drugstore Cowboy (1989)
60,Ex Machina (2015)
61,Reservoir Dogs (1992)
61,Ghost (1990)
61,Transporter 2 (2005)
61,Dogma (1999)
61,"Princess Bride, The (1987)"
62,Star Wars: Episode V - The Empire Strikes Back (1980)
62,Patriot Games (1992)
62,"Dark Knight, The (2008)"
62,Inception (2010)
62,Edward Scissorhands (1990)
63,Toy Story (1995)
63,Drugstore Cowboy (1989)
63,Star Wars: Episode V - The Empire Strikes Back (1980)
63,Drugstore Cowboy (1989)
63,Transporter 2 (2005)
64,Batman Forever (1995)
64,Interview with the Vampire: The Vampire Chronicles (1994)
64,Legends of the Fall (1994)
64,Pulp Fiction (1994)
64,Drugstore Cowboy (1989)
65,Drugstore Cowboy (1989)
65,As Good as It Gets (1997)
65,Cocoon (1985)
65,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)
65,Drugstore Cowboy (1989)
66,Star Wars: Episode V - The Empire Strikes Back (1980)
66,"Lost World: Jurassic Park, The (1997)"
66,Battlefield Earth (2000)
66,Drugstore Cowboy (1989)
66,Transporter 2 (2005)
67,Transporter 2 (2005)
67,American Beauty (1999)
67,Fluke (1995)
67,Ben-Hur (1959)
67,Saving Private Ryan (1998)
68,Star Wars: Episode V - The Empire Strikes Back (1980)
68,Groundhog Day (1993)
68,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
68,"Christmas Carol, A (1938)"
68,American Beauty (1999)
69,Toy Story (1995)
69,Muriel's Wedding (1994)
69,Drugstore Cowboy (1989)
69,Forrest Gump (1994)
69,"Lady Eve, The (1941)"
70,Toy Story (1995)
70,"Lady Eve, The (1941)"
70,Muriel's Wedding (1994)
70,American Beauty (1999)
70,Seabiscuit (2003)
71,North by Northwest (1959)
71,Muriel's Wedding (1994)
71,Laura (1944)
71,L.A. Confidential (1997)
71,American Beauty (1999)
72,Reservoir Dogs (1992)
72,Pulp Fiction (1994)
72,Drugstore Cowboy (1989)
72,Forrest Gump (1994)
72,Enemy at the Gates (2001)
73,Toy Story (1995)
73,District 9 (2009)
73,Memento (2000)
73,Reservoir Dogs (1992)
73,American Beauty (1999)
74,Cliffhanger (1993)
74,Saving Private Ryan (1998)
74,Star Wars: Episode V - The Empire Strikes Back (1980)
74,Enemy at the Gates (2001)
74,Transporter 2 (2005)
75,Interview with the Vampire: The Vampire Chronicles (1994)
75,Star Wars: Episode V - The Empire Strikes Back (1980)
75,"Crow, The (1994)"
75,North by Northwest (1959)
75,Citizen Kane (1941)
76,Shallow Grave (1994)
76,Seabiscuit (2003)
76,American Beauty (1999)
76,Cat Ballou (1965)
76,White Men Can't Jump (1992)
77,Muriel's Wedding (1994)
77,Pinocchio (1940)
77,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)
77,"Wizard of Oz, The (1939)"
77,Dogma (1999)
78,Cliffhanger (1993)
78,Drugstore Cowboy (1989)
78,District 9 (2009)
78,"Lady Eve, The (1941)"
78,Reservoir Dogs (1992)
79,Forrest Gump (1994)
79,Muriel's Wedding (1994)
79,Robots (2005)
79,Blood Diamond (2006)
80,Drugstore Cowboy (1989)
80,District 9 (2009)
80,Enemy at the Gates (2001)
80,White Men Can't Jump (1992)
80,Pulp Fiction (1994)
81,Seabiscuit (2003)
81,Seabiscuit (2003)
81,"Big Lebowski, The (1998)"
81,Bitter Moon (1992)
81,Metropolis (1927)
82,Fluke (1995)
82,"Lady Eve, The (1941)"
82,Memento (2000)
82,Saving Private Ryan (1998)
82,Interview with the Vampire: The Vampire Chronicles (1994)
83,Transporter 2 (2005)
83,Reservoir Dogs (1992)
83,Apollo 13 (1995)
83,Legends of the Fall (1994)
83,Muriel's Wedding (1994)
84,Transporter 2 (2005)
84,"Terminator, The (1984)"
84,Seabiscuit (2003)
84,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
84,American Beauty (1999)
85,Jumanji (1995)
85,Cliffhanger (1993)
85,Saving Private Ryan (1998)
85,Muriel's Wedding (1994)
85,Patriot Games (1992)
86,American Beauty (1999)
86,Muriel's Wedding (1994)
86,Drugstore Cowboy (1989)
86,District 9 (2009)
86,Memento (2000)
87,American Beauty (1999)
87,As Good as It Gets (1997)
87,Muriel's Wedding (1994)
87,Muriel's Wedding (1994)
87,Star Wars: Episode V - The Empire Strikes Back (1980)
88,"Lady Eve, The (1941)"
88,American Beauty (1999)
88,Seabiscuit (2003)
88,American Beauty (1999)
88,"Lady Eve, The (1941)"
89,Toy Story (1995)
89,Saving Private Ryan (1998)
89,Dumb & Dumber (Dumb and Dumber) (1994)
89,Star Wars: Episode V - The Empire Strikes Back (1980)
89,Pulp Fiction (1994)
90,"City of Lost Children, The (Cité des enfants perdus, La) (1995)"
90,Pulp Fiction (1994)
90,Dead Man (1995)
90,Grosse Pointe Blank (1997)
90,Metropolis (1927)
91,Toy Story (1995)
91,Saving Private Ryan (1998)
91,Star Wars: Episode V - The Empire Strikes Back (1980)
91,Drugstore Cowboy (1989)
91,Forrest Gump (1994)
92,Toy Story (1995)
92,Get Shorty (1995)
92,District 9 (2009)
92,Fluke (1995)
92,Memento (2000)
93,Get Shorty (1995)
93,As Good as It Gets (1997)
93,Muriel's Wedding (1994)
93,Seabiscuit (2003)
93,White Men Can't Jump (1992)
94,Apollo 13 (1995)
94,Drugstore Cowboy (1989)
94,Forrest Gump (1994)
94,Enemy at the Gates (2001)
94,"Silence of the Lambs, The (1991)"
95,Transporter 2 (2005)
95,Drugstore Cowboy (1989)
95,Muriel's Wedding (1994)
95,Star Wars: Episode V - The Empire Strikes Back (1980)
95,Seabiscuit (2003)
96,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)
96,Rebecca (1940)
96,Memento (2000)
96,"Lady Eve, The (1941)"
96,North by Northwest (1959)
97,Reservoir Dogs (1992)
97,Muriel's Wedding (1994)
97,Moon (2009)
97,Dogma (1999)
97,"Secret Life of Walter Mitty, The (2013)"
98,"Lady Eve, The (1941)"
98,Carrie (1976)
98,American Beauty (1999)
98,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
98,Army of Darkness (1993)
99,Drugstore Cowboy (1989)
99,Forrest Gump (1994)
99,"Lady Eve, The (1941)"
99,American Beauty (1999)
99,Beauty and the Beast (1991)
100,Toy Story (1995)
100,"Lady Eve, The (1941)"
100,American Beauty (1999)
100,District 9 (2009)
100,Pulp Fiction (1994)
101,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
101,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
101,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
101,Batman Begins (2005)
101,"Dark Knight, The (2008)"
102,"Departed, The (2006)"
102,When We Were Kings (1996)
102,When We Were Kings (1996)
102,Drugstore Cowboy (1989)
102,Star Wars: Episode V - The Empire Strikes Back (1980)
103,"City of Lost Children, The (Cité des enfants perdus, La) (1995)"
103,District 9 (2009)
103,"Silence of the Lambs, The (1991)"
103,"Faculty, The (1998)"
103,Patriot Games (1992)
104,Saving Private Ryan (1998)
104,Patriot Games (1992)
104,Drugstore Cowboy (1989)
104,Battlefield Earth (2000)
104,Cliffhanger (1993)
105,Drugstore Cowboy (1989)
105,Saving Private Ryan (1998)
105,As Good as It Gets (1997)
105,L.A. Confidential (1997)
105,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
106,Addams Family Values (1993)
106,Seabiscuit (2003)
106,White Men Can't Jump (1992)
106,Muriel's Wedding (1994)
106,Seabiscuit (2003)
107,Pulp Fiction (1994)
107,Enemy at the Gates (2001)
107,Patriot Games (1992)
107,Enemy at the Gates (2001)
107,City of God (Cidade de Deus) (2002)
108,The Martian (2015)
108,"Lion King, The (1994)"
108,White Men Can't Jump (1992)
108,Aladdin (1992)
108,"Silence of the Lambs, The (1991)"
109,Memento (2000)
109,Pulp Fiction (1994)
109,Drugstore Cowboy (1989)
109,American Beauty (1999)
109,So I Married an Axe Murderer (1993)
110,"Yes, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie) (1985)"
110,As Good as It Gets (1997)
110,Transporter 2 (2005)
110,"Lady Eve, The (1941)"
110,Shallow Grave (1994)
111,As Good as It Gets (1997)
111,Pulp Fiction (1994)
111,American Beauty (1999)
111,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
111,Richard Pryor Live on the Sunset Strip (1982)
112,Toy Story (1995)
112,"Lady Eve, The (1941)"
112,Enemy at the Gates (2001)
112,American Beauty (1999)
112,Pulp Fiction (1994)
113,Jumanji (1995)
113,Muriel's Wedding (1994)
113,Casper (1995)
113,Drugstore Cowboy (1989)
113,Bad Boys (1995)
114,Fluke (1995)
114,Muriel's Wedding (1994)
114,Patriot Games (1992)
114,Forrest Gump (1994)
114,"Lion King, The (1994)"
115,Jumanji (1995)
115,"Lady Eve, The (1941)"
115,Drugstore Cowboy (1989)
115,"Lost World: Jurassic Park, The (1997)"
115,Pulp Fiction (1994)
116,Memento (2000)
116,Dumb & Dumber (Dumb and Dumber) (1994)
116,Star Wars: Episode V - The Empire Strikes Back (1980)
116,Pulp Fiction (1994)
116,Patriot Games (1992)
117,Drugstore Cowboy (1989)
117,As Good as It Gets (1997)
117,"Crying Game, The (1992)"
117,Seabiscuit (2003)
117,Drugstore Cowboy (1989)
118,Reservoir Dogs (1992)
118,Star Wars: Episode V - The Empire Strikes Back (1980)
118,Pulp Fiction (1994)
118,Don't Say a Word (2001)
118,Enemy at the Gates (2001)
119,Transporter 2 (2005)
119,Seabiscuit (2003)
119,Memento (2000)
119,Saving Private Ryan (1998)
119,"Departed, The (2006)"
120,Muriel's Wedding (1994)
120,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)
120,Seabiscuit (2003)
120,Seabiscuit (2003)
120,"Departed, The (2006)"
121,American Beauty (1999)
121,Fluke (1995)
121,Seabiscuit (2003)
121,Reservoir Dogs (1992)
121,Saving Private Ryan (1998)
122,Enemy at the Gates (2001)
122,White Men Can't Jump (1992)
122,Star Wars: Episode V - The Empire Strikes Back (1980)
122,Drugstore Cowboy (1989)
122,"Lady Eve, The (1941)"
123,Transporter 2 (2005)
123,Lake Placid (1999)
123,Muriel's Wedding (1994)
123,"Faculty, The (1998)"
123,"Big Lebowski, The (1998)"
124,Saving Private Ryan (1998)
124,Enemy at the Gates (2001)
124,Battlefield Earth (2000)
124,Aliens (1986)
124,"Faculty, The (1998)"
125,Reservoir Dogs (1992)
125,Dumb & Dumber (Dumb and Dumber) (1994)
125,Star Wars: Episode V - The Empire Strikes Back (1980)
125,Pulp Fiction (1994)
125,Drugstore Cowboy (1989)
126,Toy Story (1995)
126,Apollo 13 (1995)
126,Muriel's Wedding (1994)
126,"Jackal, The (1997)"
126,"Lost World: Jurassic Park, The (1997)"
127,Muriel's Wedding (1994)
127,"Lady Eve, The (1941)"
127,"Lady Eve, The (1941)"
127,White Men Can't Jump (1992)
127,"Lady Eve, The (1941)"
128,Toy Story (1995)
128,"Lady Eve, The (1941)"
128,Shallow Grave (1994)
128,Memento (2000)
128,"Hunchback of Notre Dame, The (1996)"
129,Enemy at the Gates (2001)
129,American Beauty (1999)
129,Ben-Hur (1959)
129,Bound (1996)
129,Dinosaur (2000)
130,It's a Wonderful Life (1946)
130,"Sound of Music, The (1965)"
130,Star Wars: Episode V - The Empire Strikes Back (1980)
130,Rob Roy (1995)
130,Seabiscuit (2003)
131,Seabiscuit (2003)
131,Seabiscuit (2003)
131,Forrest Gump (1994)
131,"Silence of the Lambs, The (1991)"
131,Muriel's Wedding (1994)
132,When We Were Kings (1996)
132,White Men Can't Jump (1992)
132,"Lady Eve, The (1941)"
132,Pleasantville (1998)
132,Princess Mononoke (Mononoke-hime) (1997)
133,Seabiscuit (2003)
133,Seabiscuit (2003)
133,Rabbit-Proof Fence (2002)
133,As Good as It Gets (1997)
133,Saving Private Ryan (1998)
134,"City of Lost Children, The (Cité des enfants perdus, La) (1995)"
134,Muriel's Wedding (1994)
134,Patriot Games (1992)
134,"Lost World: Jurassic Park, The (1997)"
134,"Terminator, The (1984)"
135,Muriel's Wedding (1994)
135,Seabiscuit (2003)
135,Trainspotting (1996)
136,Toy Story (1995)
136,Muriel's Wedding (1994)
136,Star Wars: Episode V - The Empire Strikes Back (1980)
136,"Lion King, The (1994)"
136,Aladdin (1992)
137,District 9 (2009)
137,Reservoir Dogs (1992)
137,Star Wars: Episode V - The Empire Strikes Back (1980)
137,Pulp Fiction (1994)
137,"Lion King, The (1994)"
138,Drugstore Cowboy (1989)
138,The Martian (2015)
138,Memento (2000)
138,Moon (2009)
138,Inception (2010)
139,Star Wars: Episode V - The Empire Strikes Back (1980)
139,Star Wars: Episode V - The Empire Strikes Back (1980)
139,Metropolis (1927)
139,"Departed, The (2006)"
139,Forrest Gump (1994)
140,Muriel's Wedding (1994)
140,Drugstore Cowboy (1989)
140,Forrest Gump (1994)
140,"Silence of the Lambs, The (1991)"
140,White Men Can't Jump (1992)
141,Drugstore Cowboy (1989)
141,Patriot Games (1992)
141,"Lost World: Jurassic Park, The (1997)"
141,Citizen Kane (1941)
141,Saving Private Ryan (1998)
142,Toy Story (1995)
142,"Silence of the Lambs, The (1991)"
142,"Wizard of Oz, The (1939)"
142,Psycho (1960)
142,Back to the Future Part II (1989)
143,"Brothers Bloom, The (2008)"
143,Forrest Gump (1994)
143,Gone with the Wind (1939)
143,"Clockwork Orange, A (1971)"
143,Seabiscuit (2003)
144,Cliffhanger (1993)
144,District 9 (2009)
144,Pulp Fiction (1994)
144,Patriot Games (1992)
144,"Lion King, The (1994)"
145,Cliffhanger (1993)
145,Muriel's Wedding (1994)
145,District 9 (2009)
145,Memento (2000)
145,Batman Forever (1995)
146,Toy Story (1995)
146,Star Wars: Episode V - The Empire Strikes Back (1980)
146,"Lion King, The (1994)"
146,Aladdin (1992)
146,"Dark Knight, The (2008)"
147,Reservoir Dogs (1992)
147,"Departed, The (2006)"
147,Pulp Fiction (1994)
147,Pulp Fiction (1994)
147,Trainspotting (1996)
148,Rebecca (1940)
148,Memento (2000)
148,The Martian (2015)
148,Mary Poppins (1964)
148,E.T. the Extra-Terrestrial (1982)
149,Muriel's Wedding (1994)
149,Far and Away (1992)
149,Inception (2010)
149,As Good as It Gets (1997)
149,As Good as It Gets (1997)
150,Muriel's Wedding (1994)
150,Drugstore Cowboy (1989)
150,"Terminator, The (1984)"
150,Seabiscuit (2003)
150,"Departed, The (2006)"
151,Cliffhanger (1993)
151,Get Shorty (1995)
151,District 9 (2009)
151,Memento (2000)
151,Apollo 13 (1995)
152,District 9 (2009)
152,Memento (2000)
152,Reservoir Dogs (1992)
152,As Good as It Gets (1997)
152,Ex Machina (2015)
153,Toy Story (1995)
153,District 9 (2009)
153,Hackers (1995)
153,Seabiscuit (2003)
153,Seabiscuit (2003)
154,Muriel's Wedding (1994)
154,As Good as It Gets (1997)
154,Pulp Fiction (1994)
154,Mission: Impossible (1996)
154,"Lost World: Jurassic Park, The (1997)"
155,Star Wars: Episode V - The Empire Strikes Back (1980)
155,Enemy at the Gates (2001)
155,"Terminator, The (1984)"
155,"Silence of the Lambs, The (1991)"
155,Wallace & Gromit: The Wrong Trousers (1993)
156,Drugstore Cowboy (1989)
156,Seabiscuit (2003)
156,Seabiscuit (2003)
156,"Secret Life of Walter Mitty, The (2013)"
156,Big (1988)
157,White Men Can't Jump (1992)
157,Patriot Games (1992)
157,"Thing, The (1982)"
157,"Fly, The (1986)"
157,"Terminator, The (1984)"
158,Shallow Grave (1994)
158,Seabiscuit (2003)
158,Labyrinth (1986)
158,Youngblood (1986)
158,Cliffhanger (1993)
159,Star Wars: Episode V - The Empire Strikes Back (1980)
159,Drugstore Cowboy (1989)
159,"Terminator, The (1984)"
159,"Silence of the Lambs, The (1991)"
159,Memento (2000)
160,Unfaithful (2002)
160,Drugstore Cowboy (1989)
160,Forrest Gump (1994)
160,Don't Say a Word (2001)
160,As Good as It Gets (1997)
161,American Beauty (1999)
161,Muriel's Wedding (1994)
161,"Quiet American, The (2002)"
161,Drugstore Cowboy (1989)
161,"Lady Vanishes, The (1938)"
162,As Good as It Gets (1997)
162,Seabiscuit (2003)
162,Muriel's Wedding (1994)
162,Pulp Fiction (1994)
162,American Beauty (1999)
163,Drugstore Cowboy (1989)
163,Forrest Gump (1994)
163,Enemy at the Gates (2001)
163,Drugstore Cowboy (1989)
163,Drugstore Cowboy (1989)
164,Seabiscuit (2003)
164,Reservoir Dogs (1992)
164,Seabiscuit (2003)
164,"Clockwork Orange, A (1971)"
164,Moon (2009)
165,From Dusk Till Dawn (1996)
165,Transporter 2 (2005)
165,Patriot Games (1992)
165,Muriel's Wedding (1994)
165,Invasion of the Body Snatchers (1956)
166,Seabiscuit (2003)
166,Patriot Games (1992)
166,Dances with Wolves (1990)
166,Enemy at the Gates (2001)
166,Seabiscuit (2003)
167,"Lost World: Jurassic Park, The (1997)"
167,Home Alone (1990)
167,Back to the Future Part II (1989)
167,"Jungle Book, The (1967)"
167,"Fly, The (1958)"
168,Toy Story (1995)
168,"Departed, The (2006)"
168,Star Wars: Episode V - The Empire Strikes Back (1980)
168,Drugstore Cowboy (1989)
168,"Silence of the Lambs, The (1991)"
169,Enemy at the Gates (2001)
169,"Lost World: Jurassic Park, The (1997)"
169,"Terminator, The (1984)"
169,Star Wars: Episode V - The Empire Strikes Back (1980)
169,Shrek (2001)
170,Enemy at the Gates (2001)
170,Battlefield Earth (2000)
170,Basic Instinct 2 (2006)
171,Drugstore Cowboy (1989)
171,Saving Private Ryan (1998)
171,"Departed, The (2006)"
171,Muriel's Wedding (1994)
171,Pulp Fiction (1994)
172,Reservoir Dogs (1992)
172,"Muppet Movie, The (1979)"
172,Pulp Fiction (1994)
172,Muriel's Wedding (1994)
172,Drugstore Cowboy (1989)
173,Transporter 2 (2005)
173,Star Wars: Episode V - The Empire Strikes Back (1980)
173,American Beauty (1999)
173,Cliffhanger (1993)
173,Rugrats in Paris: The Movie (2000)
174,"Hunchback of Notre Dame, The (1996)"
174,Days of Thunder (1990)
174,"Three Musketeers, The (1993)"
174,Back to the Future Part II (1989)
174,Singin' in the Rain (1952)
175,Star Wars: Episode V - The Empire Strikes Back (1980)
175,Fluke (1995)
175,Pulp Fiction (1994)
175,Star Wars: Episode V - The Empire Strikes Back (1980)
175,Star Wars: Episode V - The Empire Strikes Back (1980)
